onset	duration	channel	onset_sample_idx	event_type	target_sequence	keypress_id	finger_label	trial_number
2.5366666666667	0	UPPT001	1523	StartPractice	21342	n/a	n/a	1
4.9800000000000	0	n/a	2989	KeyDown	21342	2	Ring	1
5.3850000000000	0	n/a	3232	KeyDown	21342	1	Little	1
5.3916666666667	0	n/a	3236	KeyDown	21342	2	Ring	1
6.2616666666667	0	n/a	3758	KeyDown	21342	3	Middle	1
6.5283333333333	0	n/a	3918	KeyDown	21342	4	Index	1
6.7383333333333	0	n/a	4044	KeyDown	21342	2	Ring	1
7.7633333333333	0	n/a	4659	KeyDown	21342	2	Ring	1
8.0133333333333	0	n/a	4809	KeyDown	21342	1	Little	1
8.2383333333333	0	n/a	4944	KeyDown	21342	3	Middle	1
9.1783333333333	0	n/a	5508	KeyDown	21342	4	Index	1
9.4800000000000	0	n/a	5689	KeyDown	21342	2	Ring	1
10.5733333333333	0	n/a	6345	KeyDown	21342	2	Ring	1
10.8216666666667	0	n/a	6494	KeyDown	21342	1	Little	1
11.9250000000000	0	n/a	7156	KeyDown	21342	3	Middle	1
12.5750000000000	0	n/a	7546	StopPractice	21342	n/a	n/a	1
12.5766666666667	0	n/a	7547	StartRest	XXXXX	n/a	n/a	1
22.6050000000000	0	n/a	13564	StopRest	XXXXX	n/a	n/a	1
22.6066666666667	0	UPPT001	13565	StartPractice	42431	n/a	n/a	2
23.6150000000000	0	n/a	14170	KeyDown	42431	4	Index	2
24.2316666666667	0	n/a	14540	KeyDown	42431	2	Ring	2
24.6283333333333	0	n/a	14778	KeyDown	42431	4	Index	2
25.7183333333333	0	n/a	15432	KeyDown	42431	3	Middle	2
26.0383333333333	0	n/a	15624	KeyDown	42431	1	Little	2
26.7316666666667	0	n/a	16040	KeyDown	42431	4	Index	2
27.1233333333333	0	n/a	16275	KeyDown	42431	2	Ring	2
27.3933333333333	0	n/a	16437	KeyDown	42431	4	Index	2
27.9100000000000	0	n/a	16747	KeyDown	42431	3	Middle	2
28.2183333333333	0	n/a	16932	KeyDown	42431	1	Little	2
29.0950000000000	0	n/a	17458	KeyDown	42431	4	Index	2
29.5583333333333	0	n/a	17736	KeyDown	42431	2	Ring	2
29.9383333333333	0	n/a	17964	KeyDown	42431	4	Index	2
30.3483333333333	0	n/a	18210	KeyDown	42431	3	Middle	2
31.0750000000000	0	n/a	18646	KeyDown	42431	1	Little	2
31.8083333333333	0	n/a	19086	KeyDown	42431	4	Index	2
32.0783333333333	0	n/a	19248	KeyDown	42431	2	Ring	2
32.6450000000000	0	n/a	19588	StopPractice	42431	n/a	n/a	2
32.6466666666667	0	n/a	19589	StartRest	XXXXX	n/a	n/a	2
42.6800000000000	0	n/a	25609	StopRest	XXXXX	n/a	n/a	2
42.6816666666667	0	UPPT001	25610	StartPractice	34231	n/a	n/a	3
44.3833333333333	0	n/a	26631	KeyDown	34231	3	Middle	3
45.1450000000000	0	n/a	27088	KeyDown	34231	4	Index	3
45.7300000000000	0	n/a	27439	KeyDown	34231	2	Ring	3
46.1566666666667	0	n/a	27695	KeyDown	34231	3	Middle	3
46.4633333333333	0	n/a	27879	KeyDown	34231	1	Little	3
47.2633333333333	0	n/a	28359	KeyDown	34231	3	Middle	3
47.6516666666667	0	n/a	28592	KeyDown	34231	4	Index	3
47.9766666666667	0	n/a	28787	KeyDown	34231	2	Ring	3
48.3433333333333	0	n/a	29007	KeyDown	34231	3	Middle	3
48.7500000000000	0	n/a	29251	KeyDown	34231	1	Little	3
49.4350000000000	0	n/a	29662	KeyDown	34231	3	Middle	3
49.9650000000000	0	n/a	29980	KeyDown	34231	4	Index	3
50.6050000000000	0	n/a	30364	KeyDown	34231	2	Ring	3
50.9283333333333	0	n/a	30558	KeyDown	34231	3	Middle	3
51.2183333333333	0	n/a	30732	KeyDown	34231	1	Little	3
51.6800000000000	0	n/a	31009	KeyDown	34231	4	Index	3
52.7200000000000	0	n/a	31633	StopPractice	34231	n/a	n/a	3
52.7216666666667	0	n/a	31634	StartRest	XXXXX	n/a	n/a	3
62.7550000000000	0	n/a	37654	StopRest	XXXXX	n/a	n/a	3
