onset	duration	channel	onset_sample_idx	event_type	target_sequence	keypress_id	finger_label	trial_number
28.2766666666667	0	UPPT001	16967	StartPractice	41324	n/a	n/a	1
29.3833333333333	0	n/a	17631	KeyDown	41324	1	Little	1
32.4683333333333	0	n/a	19482	KeyDown	41324	4	Index	1
34.7100000000000	0	n/a	20827	KeyDown	41324	3	Middle	1
36.1183333333333	0	n/a	21672	KeyDown	41324	2	Ring	1
38.3150000000000	0	n/a	22990	StopPractice	41324	n/a	n/a	1
38.3166666666667	0	n/a	22991	StartRest	XXXXX	n/a	n/a	1
48.3800000000000	0	n/a	29029	StopRest	XXXXX	n/a	n/a	1
48.3816666666667	0	UPPT001	29030	StartPractice	41324	n/a	n/a	2
49.7783333333333	0	n/a	29868	KeyDown	41324	1	Little	2
54.9000000000000	0	n/a	32941	KeyDown	41324	4	Index	2
58.4200000000000	0	n/a	35053	StopPractice	41324	n/a	n/a	2
58.4216666666667	0	n/a	35054	StartRest	XXXXX	n/a	n/a	2
68.4533333333333	0	n/a	41073	StopRest	XXXXX	n/a	n/a	2
68.4550000000000	0	UPPT001	41074	StartPractice	41324	n/a	n/a	3
69.2216666666667	0	n/a	41534	KeyDown	41324	4	Index	3
70.5966666666667	0	n/a	42359	KeyDown	41324	1	Little	3
72.9233333333333	0	n/a	43755	KeyDown	41324	3	Middle	3
74.5383333333333	0	n/a	44724	KeyDown	41324	2	Ring	3
75.3366666666667	0	n/a	45203	KeyDown	41324	4	Index	3
76.5533333333333	0	n/a	45933	KeyDown	41324	4	Index	3
78.4933333333333	0	n/a	47097	StopPractice	41324	n/a	n/a	3
78.4950000000000	0	n/a	47098	StartRest	XXXXX	n/a	n/a	3
88.5300000000000	0	n/a	53119	StopRest	XXXXX	n/a	n/a	3
88.5316666666667	0	UPPT001	53120	StartPractice	41324	n/a	n/a	4
89.5216666666667	0	n/a	53714	KeyDown	41324	4	Index	4
90.9266666666667	0	n/a	54557	KeyDown	41324	1	Little	4
92.1250000000000	0	n/a	55276	KeyDown	41324	4	Index	4
92.8083333333333	0	n/a	55686	KeyDown	41324	3	Middle	4
94.0566666666667	0	n/a	56435	KeyDown	41324	2	Ring	4
94.5683333333333	0	n/a	56742	KeyDown	41324	4	Index	4
98.5700000000000	0	n/a	59143	StopPractice	41324	n/a	n/a	4
98.5716666666667	0	n/a	59144	StartRest	XXXXX	n/a	n/a	4
108.6050000000000	0	n/a	65164	StopRest	XXXXX	n/a	n/a	4
108.6066666666667	0	UPPT001	65165	StartPractice	41324	n/a	n/a	5
110.5150000000000	0	n/a	66310	KeyDown	41324	4	Index	5
111.8700000000000	0	n/a	67123	KeyDown	41324	1	Little	5
113.1100000000000	0	n/a	67867	KeyDown	41324	3	Middle	5
114.1100000000000	0	n/a	68467	KeyDown	41324	2	Ring	5
114.8816666666667	0	n/a	68930	KeyDown	41324	4	Index	5
117.1133333333333	0	n/a	70269	KeyDown	41324	4	Index	5
118.6450000000000	0	n/a	71188	StopPractice	41324	n/a	n/a	5
118.6466666666667	0	n/a	71189	StartRest	XXXXX	n/a	n/a	5
128.6783333333333	0	n/a	77208	StopRest	XXXXX	n/a	n/a	5
128.6800000000000	0	UPPT001	77209	StartPractice	41324	n/a	n/a	6
131.5616666666667	0	n/a	78938	KeyDown	41324	4	Index	6
132.6050000000000	0	n/a	79564	KeyDown	41324	1	Little	6
134.3666666666667	0	n/a	80621	KeyDown	41324	3	Middle	6
135.4283333333333	0	n/a	81258	KeyDown	41324	2	Ring	6
136.2966666666667	0	n/a	81779	KeyDown	41324	4	Index	6
137.8933333333333	0	n/a	82737	KeyDown	41324	4	Index	6
138.7183333333333	0	n/a	83232	StopPractice	41324	n/a	n/a	6
138.7200000000000	0	n/a	83233	StartRest	XXXXX	n/a	n/a	6
148.7533333333333	0	n/a	89253	StopRest	XXXXX	n/a	n/a	6
148.7550000000000	0	UPPT001	89254	StartPractice	41324	n/a	n/a	7
149.5866666666667	0	n/a	89753	KeyDown	41324	4	Index	7
150.8816666666667	0	n/a	90530	KeyDown	41324	1	Little	7
153.1233333333333	0	n/a	91875	KeyDown	41324	3	Middle	7
154.6883333333333	0	n/a	92814	KeyDown	41324	2	Ring	7
156.0383333333334	0	n/a	93624	KeyDown	41324	4	Index	7
157.2166666666667	0	n/a	94331	KeyDown	41324	4	Index	7
158.4750000000000	0	n/a	95086	KeyDown	41324	1	Little	7
158.7933333333334	0	n/a	95277	StopPractice	41324	n/a	n/a	7
158.7950000000000	0	n/a	95278	StartRest	XXXXX	n/a	n/a	7
168.8283333333333	0	n/a	101298	StopRest	XXXXX	n/a	n/a	7
168.8300000000000	0	UPPT001	101299	StartPractice	41324	n/a	n/a	8
170.3483333333334	0	n/a	102210	KeyDown	41324	4	Index	8
171.1583333333333	0	n/a	102696	KeyDown	41324	1	Little	8
172.7700000000000	0	n/a	103663	KeyDown	41324	3	Middle	8
173.6350000000000	0	n/a	104182	KeyDown	41324	2	Ring	8
174.8650000000000	0	n/a	104920	KeyDown	41324	4	Index	8
175.9983333333333	0	n/a	105600	KeyDown	41324	4	Index	8
177.0616666666667	0	n/a	106238	KeyDown	41324	1	Little	8
178.5016666666667	0	n/a	107102	KeyDown	41324	3	Middle	8
178.8683333333333	0	n/a	107322	StopPractice	41324	n/a	n/a	8
178.8700000000000	0	n/a	107323	StartRest	XXXXX	n/a	n/a	8
188.9033333333333	0	n/a	113343	StopRest	XXXXX	n/a	n/a	8
188.9050000000000	0	UPPT001	113344	StartPractice	41324	n/a	n/a	9
189.9766666666667	0	n/a	113987	KeyDown	41324	4	Index	9
190.9583333333333	0	n/a	114576	KeyDown	41324	1	Little	9
194.0416666666667	0	n/a	116426	KeyDown	41324	3	Middle	9
194.7683333333333	0	n/a	116862	KeyDown	41324	2	Ring	9
195.2050000000000	0	n/a	117124	KeyDown	41324	4	Index	9
196.5233333333333	0	n/a	117915	KeyDown	41324	4	Index	9
197.8933333333333	0	n/a	118737	KeyDown	41324	1	Little	9
198.9433333333334	0	n/a	119367	StopPractice	41324	n/a	n/a	9
198.9450000000000	0	n/a	119368	StartRest	XXXXX	n/a	n/a	9
208.9783333333334	0	n/a	125388	StopRest	XXXXX	n/a	n/a	9
208.9800000000000	0	UPPT001	125389	StartPractice	41324	n/a	n/a	10
210.3666666666667	0	n/a	126221	KeyDown	41324	4	Index	10
211.2516666666667	0	n/a	126752	KeyDown	41324	1	Little	10
212.5716666666667	0	n/a	127544	KeyDown	41324	3	Middle	10
213.4350000000000	0	n/a	128062	KeyDown	41324	2	Ring	10
213.9516666666667	0	n/a	128372	KeyDown	41324	4	Index	10
214.5516666666667	0	n/a	128732	KeyDown	41324	4	Index	10
215.3316666666667	0	n/a	129200	KeyDown	41324	1	Little	10
216.8716666666667	0	n/a	130124	KeyDown	41324	3	Middle	10
217.4566666666667	0	n/a	130475	KeyDown	41324	2	Ring	10
217.8350000000000	0	n/a	130702	KeyDown	41324	4	Index	10
218.5483333333333	0	n/a	131130	KeyDown	41324	4	Index	10
219.0183333333333	0	n/a	131412	StopPractice	41324	n/a	n/a	10
219.0200000000000	0	n/a	131413	StartRest	XXXXX	n/a	n/a	10
229.0533333333333	0	n/a	137433	StopRest	XXXXX	n/a	n/a	10
229.0550000000000	0	UPPT001	137434	StartPractice	41324	n/a	n/a	11
230.0783333333333	0	n/a	138048	KeyDown	41324	4	Index	11
231.1683333333334	0	n/a	138702	KeyDown	41324	1	Little	11
232.8216666666667	0	n/a	139694	KeyDown	41324	3	Middle	11
233.4133333333334	0	n/a	140049	KeyDown	41324	2	Ring	11
233.9650000000000	0	n/a	140380	KeyDown	41324	4	Index	11
234.5683333333334	0	n/a	140742	KeyDown	41324	4	Index	11
235.6016666666667	0	n/a	141362	KeyDown	41324	1	Little	11
236.8016666666667	0	n/a	142082	KeyDown	41324	3	Middle	11
237.2533333333334	0	n/a	142353	KeyDown	41324	2	Ring	11
237.7516666666667	0	n/a	142652	KeyDown	41324	4	Index	11
238.3833333333334	0	n/a	143031	KeyDown	41324	4	Index	11
239.0933333333334	0	n/a	143457	StopPractice	41324	n/a	n/a	11
239.0950000000000	0	n/a	143458	StartRest	XXXXX	n/a	n/a	11
249.1283333333334	0	n/a	149478	StopRest	XXXXX	n/a	n/a	11
249.1300000000000	0	UPPT001	149479	StartPractice	41324	n/a	n/a	12
250.6283333333334	0	n/a	150378	KeyDown	41324	4	Index	12
251.4216666666667	0	n/a	150854	KeyDown	41324	1	Little	12
252.6000000000000	0	n/a	151561	KeyDown	41324	3	Middle	12
253.3933333333333	0	n/a	152037	KeyDown	41324	2	Ring	12
254.1516666666667	0	n/a	152492	KeyDown	41324	4	Index	12
254.9983333333334	0	n/a	153000	KeyDown	41324	4	Index	12
255.6416666666667	0	n/a	153386	KeyDown	41324	1	Little	12
257.7066666666667	0	n/a	154625	KeyDown	41324	3	Middle	12
258.5516666666667	0	n/a	155132	KeyDown	41324	2	Ring	12
258.7016666666667	0	n/a	155222	KeyDown	41324	2	Ring	12
259.1683333333334	0	n/a	155502	StopPractice	41324	n/a	n/a	12
259.1700000000000	0	n/a	155503	StartRest	XXXXX	n/a	n/a	12
269.2016666666667	0	n/a	161522	StopRest	XXXXX	n/a	n/a	12
269.2033333333334	0	UPPT001	161523	StartPractice	41324	n/a	n/a	13
270.4483333333333	0	n/a	162270	KeyDown	41324	4	Index	13
