onset	duration	channel	onset_sample_idx	event_type	target_sequence	keypress_id	finger_label	trial_number
10.4233333333333	0	UPPT001	6255	StartPractice	21342	n/a	n/a	1
11.3150000000000	0	n/a	6790	KeyDown	21342	2	Ring	1
11.6350000000000	0	n/a	6982	KeyDown	21342	1	Little	1
11.8316666666667	0	n/a	7100	KeyDown	21342	3	Middle	1
12.1450000000000	0	n/a	7288	KeyDown	21342	2	Ring	1
12.8316666666667	0	n/a	7700	KeyDown	21342	2	Ring	1
13.7766666666667	0	n/a	8267	KeyDown	21342	2	Ring	1
14.2266666666667	0	n/a	8537	KeyDown	21342	1	Little	1
15.5700000000000	0	n/a	9343	KeyDown	21342	2	Ring	1
15.8383333333333	0	n/a	9504	KeyDown	21342	1	Little	1
16.0900000000000	0	n/a	9655	KeyDown	21342	3	Middle	1
16.6300000000000	0	n/a	9979	KeyDown	21342	4	Index	1
16.9316666666667	0	n/a	10160	KeyDown	21342	2	Ring	1
17.2500000000000	0	n/a	10351	KeyDown	21342	2	Ring	1
17.5483333333333	0	n/a	10530	KeyDown	21342	1	Little	1
17.9250000000000	0	n/a	10756	KeyDown	21342	3	Middle	1
18.8600000000000	0	n/a	11317	KeyDown	21342	4	Index	1
19.3200000000000	0	n/a	11593	KeyDown	21342	2	Ring	1
20.0350000000000	0	n/a	12022	KeyDown	21342	1	Little	1
20.3016666666667	0	n/a	12182	KeyDown	21342	3	Middle	1
20.4616666666667	0	n/a	12278	StopPractice	21342	n/a	n/a	1
20.4633333333333	0	n/a	12279	StartRest	XXXXX	n/a	n/a	1
30.4883333333333	0	n/a	18294	StopRest	XXXXX	n/a	n/a	1
30.4900000000000	0	UPPT001	18295	StartPractice	42431	n/a	n/a	2
31.8716666666667	0	n/a	19124	KeyDown	42431	4	Index	2
32.1466666666667	0	n/a	19289	KeyDown	42431	2	Ring	2
32.4933333333333	0	n/a	19497	KeyDown	42431	4	Index	2
32.7783333333333	0	n/a	19668	KeyDown	42431	3	Middle	2
33.0783333333333	0	n/a	19848	KeyDown	42431	1	Little	2
33.5566666666667	0	n/a	20135	KeyDown	42431	4	Index	2
33.8966666666667	0	n/a	20339	KeyDown	42431	2	Ring	2
34.5066666666667	0	n/a	20705	KeyDown	42431	4	Index	2
34.8116666666667	0	n/a	20888	KeyDown	42431	3	Middle	2
35.1450000000000	0	n/a	21088	KeyDown	42431	1	Little	2
35.3833333333333	0	n/a	21231	KeyDown	42431	4	Index	2
35.6633333333333	0	n/a	21399	KeyDown	42431	2	Ring	2
36.0583333333333	0	n/a	21636	KeyDown	42431	4	Index	2
36.4550000000000	0	n/a	21874	KeyDown	42431	3	Middle	2
36.6966666666667	0	n/a	22019	KeyDown	42431	1	Little	2
36.8916666666667	0	n/a	22136	KeyDown	42431	4	Index	2
37.1250000000000	0	n/a	22276	KeyDown	42431	2	Ring	2
37.3133333333333	0	n/a	22389	KeyDown	42431	4	Index	2
37.6166666666667	0	n/a	22571	KeyDown	42431	3	Middle	2
38.0033333333333	0	n/a	22803	KeyDown	42431	1	Little	2
38.2233333333333	0	n/a	22935	KeyDown	42431	4	Index	2
38.4816666666667	0	n/a	23090	KeyDown	42431	2	Ring	2
38.8216666666667	0	n/a	23294	KeyDown	42431	4	Index	2
39.0883333333333	0	n/a	23454	KeyDown	42431	3	Middle	2
39.3150000000000	0	n/a	23590	KeyDown	42431	1	Little	2
39.5716666666667	0	n/a	23744	KeyDown	42431	4	Index	2
39.7983333333333	0	n/a	23880	KeyDown	42431	2	Ring	2
40.0200000000000	0	n/a	24013	KeyDown	42431	4	Index	2
40.2683333333333	0	n/a	24162	KeyDown	42431	3	Middle	2
40.5283333333333	0	n/a	24318	StopPractice	42431	n/a	n/a	2
40.5300000000000	0	n/a	24319	StartRest	XXXXX	n/a	n/a	2
50.5633333333333	0	n/a	30339	StopRest	XXXXX	n/a	n/a	2
50.5650000000000	0	UPPT001	30340	StartPractice	34231	n/a	n/a	3
51.6466666666667	0	n/a	30989	KeyDown	34231	3	Middle	3
52.0283333333333	0	n/a	31218	KeyDown	34231	4	Index	3
52.3466666666667	0	n/a	31409	KeyDown	34231	2	Ring	3
52.5316666666667	0	n/a	31520	KeyDown	34231	3	Middle	3
52.7833333333333	0	n/a	31671	KeyDown	34231	1	Little	3
53.4983333333333	0	n/a	32100	KeyDown	34231	3	Middle	3
53.7633333333333	0	n/a	32259	KeyDown	34231	4	Index	3
54.0483333333333	0	n/a	32430	KeyDown	34231	2	Ring	3
54.2366666666667	0	n/a	32543	KeyDown	34231	3	Middle	3
