onset	duration	channel	onset_sample_idx	event_type	target_sequence	keypress_id	finger_label	trial_number
17.2633333333333	0	UPPT001	10359	StartPractice	41324	n/a	n/a	1
17.9966666666667	0	n/a	10799	KeyDown	41324	4	Index	1
18.1450000000000	0	n/a	10888	KeyDown	41324	1	Little	1
18.4966666666667	0	n/a	11099	KeyDown	41324	3	Middle	1
18.6166666666667	0	n/a	11171	KeyDown	41324	2	Ring	1
18.8400000000000	0	n/a	11305	KeyDown	41324	4	Index	1
19.2200000000000	0	n/a	11533	KeyDown	41324	4	Index	1
19.3316666666667	0	n/a	11600	KeyDown	41324	1	Little	1
19.6350000000000	0	n/a	11782	KeyDown	41324	3	Middle	1
19.7616666666667	0	n/a	11858	KeyDown	41324	2	Ring	1
19.9166666666667	0	n/a	11951	KeyDown	41324	4	Index	1
20.2400000000000	0	n/a	12145	KeyDown	41324	4	Index	1
20.3566666666667	0	n/a	12215	KeyDown	41324	1	Little	1
20.6516666666667	0	n/a	12392	KeyDown	41324	3	Middle	1
20.7800000000000	0	n/a	12469	KeyDown	41324	2	Ring	1
20.9500000000000	0	n/a	12571	KeyDown	41324	4	Index	1
21.2850000000000	0	n/a	12772	KeyDown	41324	4	Index	1
21.4033333333333	0	n/a	12843	KeyDown	41324	1	Little	1
21.7516666666667	0	n/a	13052	KeyDown	41324	3	Middle	1
21.8700000000000	0	n/a	13123	KeyDown	41324	2	Ring	1
22.0800000000000	0	n/a	13249	KeyDown	41324	4	Index	1
22.4100000000000	0	n/a	13447	KeyDown	41324	4	Index	1
22.5383333333333	0	n/a	13524	KeyDown	41324	1	Little	1
23.0050000000000	0	n/a	13804	KeyDown	41324	3	Middle	1
23.1316666666667	0	n/a	13880	KeyDown	41324	2	Ring	1
24.0216666666667	0	n/a	14414	KeyDown	41324	4	Index	1
24.1366666666667	0	n/a	14483	KeyDown	41324	1	Little	1
24.5916666666667	0	n/a	14756	KeyDown	41324	3	Middle	1
24.6866666666667	0	n/a	14813	KeyDown	41324	2	Ring	1
25.1183333333333	0	n/a	15072	KeyDown	41324	4	Index	1
25.2250000000000	0	n/a	15136	KeyDown	41324	1	Little	1
25.6416666666667	0	n/a	15386	KeyDown	41324	3	Middle	1
25.7700000000000	0	n/a	15463	KeyDown	41324	2	Ring	1
26.6733333333333	0	n/a	16005	KeyDown	41324	4	Index	1
26.7966666666667	0	n/a	16079	KeyDown	41324	1	Little	1
27.3016666666667	0	n/a	16382	StopPractice	41324	n/a	n/a	1
27.3033333333333	0	n/a	16383	StartRest	XXXXX	n/a	n/a	1
37.3350000000000	0	n/a	22402	StopRest	XXXXX	n/a	n/a	1
37.3366666666667	0	UPPT001	22403	StartPractice	41324	n/a	n/a	2
38.4050000000000	0	n/a	23044	KeyDown	41324	4	Index	2
38.4700000000000	0	n/a	23083	KeyDown	41324	1	Little	2
38.7550000000000	0	n/a	23254	KeyDown	41324	3	Middle	2
38.8183333333333	0	n/a	23292	KeyDown	41324	2	Ring	2
39.1000000000000	0	n/a	23461	KeyDown	41324	4	Index	2
39.2250000000000	0	n/a	23536	KeyDown	41324	1	Little	2
39.5066666666667	0	n/a	23705	KeyDown	41324	3	Middle	2
39.5500000000000	0	n/a	23731	KeyDown	41324	2	Ring	2
39.8416666666667	0	n/a	23906	KeyDown	41324	4	Index	2
