onset	duration	channel	onset_sample_idx	event_type	target_sequence	keypress_id	finger_label	trial_number
9.1066666666667	0	UPPT001	5465	StartPractice	41324	n/a	n/a	1
9.7100000000000	0	n/a	5827	KeyDown	41324	4	Index	1
9.8466666666667	0	n/a	5909	KeyDown	41324	1	Little	1
10.0883333333333	0	n/a	6054	KeyDown	41324	3	Middle	1
10.1866666666667	0	n/a	6113	KeyDown	41324	2	Ring	1
10.3383333333333	0	n/a	6204	KeyDown	41324	4	Index	1
10.5450000000000	0	n/a	6328	KeyDown	41324	4	Index	1
10.7783333333333	0	n/a	6468	KeyDown	41324	1	Little	1
11.0283333333333	0	n/a	6618	KeyDown	41324	3	Middle	1
11.1500000000000	0	n/a	6691	KeyDown	41324	2	Ring	1
11.3133333333333	0	n/a	6789	KeyDown	41324	4	Index	1
11.5300000000000	0	n/a	6919	KeyDown	41324	4	Index	1
11.6933333333333	0	n/a	7017	KeyDown	41324	1	Little	1
12.0566666666667	0	n/a	7235	KeyDown	41324	3	Middle	1
12.1783333333333	0	n/a	7308	KeyDown	41324	2	Ring	1
12.3066666666667	0	n/a	7385	KeyDown	41324	4	Index	1
12.5050000000000	0	n/a	7504	KeyDown	41324	4	Index	1
12.6433333333333	0	n/a	7587	KeyDown	41324	1	Little	1
12.8283333333333	0	n/a	7698	KeyDown	41324	3	Middle	1
12.9500000000000	0	n/a	7771	KeyDown	41324	2	Ring	1
13.0700000000000	0	n/a	7843	KeyDown	41324	4	Index	1
13.2800000000000	0	n/a	7969	KeyDown	41324	4	Index	1
13.4050000000000	0	n/a	8044	KeyDown	41324	1	Little	1
13.6550000000000	0	n/a	8194	KeyDown	41324	3	Middle	1
13.7616666666667	0	n/a	8258	KeyDown	41324	2	Ring	1
14.0700000000000	0	n/a	8443	KeyDown	41324	4	Index	1
14.2616666666667	0	n/a	8558	KeyDown	41324	4	Index	1
14.3983333333333	0	n/a	8640	KeyDown	41324	1	Little	1
14.6533333333333	0	n/a	8793	KeyDown	41324	3	Middle	1
14.7583333333333	0	n/a	8856	KeyDown	41324	2	Ring	1
14.9400000000000	0	n/a	8965	KeyDown	41324	4	Index	1
15.1500000000000	0	n/a	9091	KeyDown	41324	4	Index	1
15.2400000000000	0	n/a	9145	KeyDown	41324	1	Little	1
15.4833333333333	0	n/a	9291	KeyDown	41324	3	Middle	1
15.5783333333333	0	n/a	9348	KeyDown	41324	2	Ring	1
15.7600000000000	0	n/a	9457	KeyDown	41324	4	Index	1
15.9416666666667	0	n/a	9566	KeyDown	41324	4	Index	1
16.0883333333333	0	n/a	9654	KeyDown	41324	1	Little	1
16.3350000000000	0	n/a	9802	KeyDown	41324	3	Middle	1
16.4483333333333	0	n/a	9870	KeyDown	41324	2	Ring	1
16.6033333333333	0	n/a	9963	KeyDown	41324	4	Index	1
16.7800000000000	0	n/a	10069	KeyDown	41324	4	Index	1
16.9233333333333	0	n/a	10155	KeyDown	41324	1	Little	1
17.1083333333333	0	n/a	10266	KeyDown	41324	3	Middle	1
17.2383333333333	0	n/a	10344	KeyDown	41324	2	Ring	1
17.4166666666667	0	n/a	10451	KeyDown	41324	4	Index	1
17.6483333333333	0	n/a	10590	KeyDown	41324	1	Little	1
17.9483333333333	0	n/a	10770	KeyDown	41324	4	Index	1
18.3666666666667	0	n/a	11021	KeyDown	41324	3	Middle	1
18.4616666666667	0	n/a	11078	KeyDown	41324	2	Ring	1
18.6800000000000	0	n/a	11209	KeyDown	41324	4	Index	1
18.8550000000000	0	n/a	11314	KeyDown	41324	4	Index	1
18.8900000000000	0	n/a	11335	KeyDown	41324	1	Little	1
18.9900000000000	0	n/a	11395	KeyDown	41324	1	Little	1
19.1533333333333	0	n/a	11493	StopPractice	41324	n/a	n/a	1
19.1550000000000	0	n/a	11494	StartRest	XXXXX	n/a	n/a	1
29.2116666666667	0	n/a	17528	StopRest	XXXXX	n/a	n/a	1
29.2133333333333	0	UPPT001	17529	StartPractice	41324	n/a	n/a	2
29.7166666666667	0	n/a	17831	KeyDown	41324	4	Index	2
29.8400000000000	0	n/a	17905	KeyDown	41324	1	Little	2
30.1000000000000	0	n/a	18061	KeyDown	41324	3	Middle	2
30.1883333333333	0	n/a	18114	KeyDown	41324	2	Ring	2
30.3733333333333	0	n/a	18225	KeyDown	41324	4	Index	2
30.5400000000000	0	n/a	18325	KeyDown	41324	4	Index	2
30.6400000000000	0	n/a	18385	KeyDown	41324	1	Little	2
30.8766666666667	0	n/a	18527	KeyDown	41324	3	Middle	2
30.9733333333333	0	n/a	18585	KeyDown	41324	2	Ring	2
31.0800000000000	0	n/a	18649	KeyDown	41324	4	Index	2
31.2383333333333	0	n/a	18744	KeyDown	41324	4	Index	2
31.3883333333333	0	n/a	18834	KeyDown	41324	1	Little	2
31.6533333333333	0	n/a	18993	KeyDown	41324	2	Ring	2
31.7500000000000	0	n/a	19051	KeyDown	41324	3	Middle	2
32.0416666666667	0	n/a	19226	KeyDown	41324	4	Index	2
32.2616666666667	0	n/a	19358	KeyDown	41324	4	Index	2
32.3666666666667	0	n/a	19421	KeyDown	41324	1	Little	2
32.5683333333333	0	n/a	19542	KeyDown	41324	3	Middle	2
32.7250000000000	0	n/a	19636	KeyDown	41324	2	Ring	2
32.8950000000000	0	n/a	19738	KeyDown	41324	4	Index	2
33.0616666666667	0	n/a	19838	KeyDown	41324	4	Index	2
33.1916666666667	0	n/a	19916	KeyDown	41324	1	Little	2
33.3500000000000	0	n/a	20011	KeyDown	41324	3	Middle	2
33.4783333333333	0	n/a	20088	KeyDown	41324	2	Ring	2
33.6400000000000	0	n/a	20185	KeyDown	41324	4	Index	2
33.8166666666667	0	n/a	20291	KeyDown	41324	4	Index	2
33.9700000000000	0	n/a	20383	KeyDown	41324	1	Little	2
34.2600000000000	0	n/a	20557	KeyDown	41324	2	Ring	2
34.5200000000000	0	n/a	20713	KeyDown	41324	3	Middle	2
34.6766666666667	0	n/a	20807	KeyDown	41324	2	Ring	2
34.8383333333333	0	n/a	20904	KeyDown	41324	4	Index	2
35.0233333333333	0	n/a	21015	KeyDown	41324	4	Index	2
35.1266666666667	0	n/a	21077	KeyDown	41324	1	Little	2
35.3900000000000	0	n/a	21235	KeyDown	41324	2	Ring	2
35.4916666666667	0	n/a	21296	KeyDown	41324	3	Middle	2
35.8450000000000	0	n/a	21508	KeyDown	41324	4	Index	2
36.4466666666667	0	n/a	21869	KeyDown	41324	1	Little	2
36.9616666666667	0	n/a	22178	KeyDown	41324	3	Middle	2
37.0783333333333	0	n/a	22248	KeyDown	41324	2	Ring	2
37.2950000000000	0	n/a	22378	KeyDown	41324	4	Index	2
37.4516666666667	0	n/a	22472	KeyDown	41324	4	Index	2
37.5766666666667	0	n/a	22547	KeyDown	41324	1	Little	2
37.8100000000000	0	n/a	22687	KeyDown	41324	3	Middle	2
37.9216666666667	0	n/a	22754	KeyDown	41324	2	Ring	2
38.1100000000000	0	n/a	22867	KeyDown	41324	4	Index	2
38.2850000000000	0	n/a	22972	KeyDown	41324	4	Index	2
38.3916666666667	0	n/a	23036	KeyDown	41324	1	Little	2
38.5666666666667	0	n/a	23141	KeyDown	41324	3	Middle	2
38.6566666666667	0	n/a	23195	KeyDown	41324	2	Ring	2
38.8216666666667	0	n/a	23294	KeyDown	41324	4	Index	2
39.0650000000000	0	n/a	23440	KeyDown	41324	4	Index	2
39.2600000000000	0	n/a	23557	StopPractice	41324	n/a	n/a	2
39.2616666666667	0	n/a	23558	StartRest	XXXXX	n/a	n/a	2
49.3033333333333	0	n/a	29583	StopRest	XXXXX	n/a	n/a	2
49.3050000000000	0	UPPT001	29584	StartPractice	41324	n/a	n/a	3
49.7566666666667	0	n/a	29855	KeyDown	41324	4	Index	3
49.8716666666667	0	n/a	29924	KeyDown	41324	1	Little	3
50.0483333333333	0	n/a	30030	KeyDown	41324	3	Middle	3
50.2066666666667	0	n/a	30125	KeyDown	41324	2	Ring	3
50.4416666666667	0	n/a	30266	KeyDown	41324	4	Index	3
50.6283333333333	0	n/a	30378	KeyDown	41324	4	Index	3
50.7966666666667	0	n/a	30479	KeyDown	41324	1	Little	3
51.0650000000000	0	n/a	30640	KeyDown	41324	3	Middle	3
51.1916666666667	0	n/a	30716	KeyDown	41324	2	Ring	3
51.3950000000000	0	n/a	30838	KeyDown	41324	4	Index	3
51.5633333333333	0	n/a	30939	KeyDown	41324	4	Index	3
51.7566666666667	0	n/a	31055	KeyDown	41324	1	Little	3
52.1316666666667	0	n/a	31280	KeyDown	41324	3	Middle	3
52.1766666666667	0	n/a	31307	KeyDown	41324	2	Ring	3
52.3600000000000	0	n/a	31417	KeyDown	41324	2	Ring	3
52.5800000000000	0	n/a	31549	KeyDown	41324	4	Index	3
52.8766666666667	0	n/a	31727	KeyDown	41324	4	Index	3
53.0533333333333	0	n/a	31833	KeyDown	41324	1	Little	3
53.3666666666667	0	n/a	32021	KeyDown	41324	2	Ring	3
53.4033333333333	0	n/a	32043	KeyDown	41324	3	Middle	3
53.5333333333333	0	n/a	32121	KeyDown	41324	2	Ring	3
53.7583333333333	0	n/a	32256	KeyDown	41324	4	Index	3
53.9616666666667	0	n/a	32378	KeyDown	41324	4	Index	3
54.1666666666667	0	n/a	32501	KeyDown	41324	1	Little	3
54.5216666666667	0	n/a	32714	KeyDown	41324	3	Middle	3
54.5333333333333	0	n/a	32721	KeyDown	41324	2	Ring	3
55.1266666666667	0	n/a	33077	KeyDown	41324	4	Index	3
55.3466666666667	0	n/a	33209	KeyDown	41324	4	Index	3
55.5466666666667	0	n/a	33329	KeyDown	41324	1	Little	3
55.8116666666667	0	n/a	33488	KeyDown	41324	3	Middle	3
55.9316666666667	0	n/a	33560	KeyDown	41324	2	Ring	3
56.1866666666667	0	n/a	33713	KeyDown	41324	4	Index	3
56.3983333333333	0	n/a	33840	KeyDown	41324	1	Little	3
56.6416666666667	0	n/a	33986	KeyDown	41324	3	Middle	3
56.7483333333333	0	n/a	34050	KeyDown	41324	2	Ring	3
56.9616666666667	0	n/a	34178	KeyDown	41324	4	Index	3
57.6866666666667	0	n/a	34613	KeyDown	41324	4	Index	3
57.8733333333333	0	n/a	34725	KeyDown	41324	1	Little	3
58.2533333333333	0	n/a	34953	KeyDown	41324	2	Ring	3
58.4366666666667	0	n/a	35063	KeyDown	41324	3	Middle	3
58.5833333333333	0	n/a	35151	KeyDown	41324	2	Ring	3
58.8716666666667	0	n/a	35324	KeyDown	41324	4	Index	3
59.0933333333333	0	n/a	35457	KeyDown	41324	4	Index	3
59.2600000000000	0	n/a	35557	KeyDown	41324	1	Little	3
59.3516666666667	0	n/a	35612	StopPractice	41324	n/a	n/a	3
59.3533333333333	0	n/a	35613	StartRest	XXXXX	n/a	n/a	3
69.3766666666667	0	n/a	41627	StopRest	XXXXX	n/a	n/a	3
69.3783333333333	0	UPPT001	41628	StartPractice	41324	n/a	n/a	4
69.8666666666667	0	n/a	41921	KeyDown	41324	4	Index	4
70.1100000000000	0	n/a	42067	KeyDown	41324	1	Little	4
70.3950000000000	0	n/a	42238	KeyDown	41324	3	Middle	4
70.5066666666667	0	n/a	42305	KeyDown	41324	2	Ring	4
70.7283333333333	0	n/a	42438	KeyDown	41324	4	Index	4
71.1250000000000	0	n/a	42676	KeyDown	41324	4	Index	4
71.3266666666667	0	n/a	42797	KeyDown	41324	1	Little	4
71.5950000000000	0	n/a	42958	KeyDown	41324	3	Middle	4
71.7266666666667	0	n/a	43037	KeyDown	41324	2	Ring	4
71.9366666666667	0	n/a	43163	KeyDown	41324	4	Index	4
72.1350000000000	0	n/a	43282	KeyDown	41324	4	Index	4
72.2933333333333	0	n/a	43377	KeyDown	41324	1	Little	4
72.6400000000000	0	n/a	43585	KeyDown	41324	2	Ring	4
73.2016666666667	0	n/a	43922	KeyDown	41324	3	Middle	4
73.5266666666667	0	n/a	44117	KeyDown	41324	4	Index	4
73.8216666666667	0	n/a	44294	KeyDown	41324	4	Index	4
73.9950000000000	0	n/a	44398	KeyDown	41324	1	Little	4
74.2700000000000	0	n/a	44563	KeyDown	41324	3	Middle	4
74.3616666666667	0	n/a	44618	KeyDown	41324	2	Ring	4
74.5650000000000	0	n/a	44740	KeyDown	41324	4	Index	4
74.7300000000000	0	n/a	44839	KeyDown	41324	4	Index	4
74.8916666666667	0	n/a	44936	KeyDown	41324	1	Little	4
75.1166666666667	0	n/a	45071	KeyDown	41324	3	Middle	4
75.2066666666667	0	n/a	45125	KeyDown	41324	2	Ring	4
75.4000000000000	0	n/a	45241	KeyDown	41324	4	Index	4
75.5616666666667	0	n/a	45338	KeyDown	41324	4	Index	4
75.7016666666667	0	n/a	45422	KeyDown	41324	1	Little	4
75.9833333333333	0	n/a	45591	KeyDown	41324	2	Ring	4
76.1016666666667	0	n/a	45662	KeyDown	41324	3	Middle	4
76.2600000000000	0	n/a	45757	KeyDown	41324	2	Ring	4
76.5383333333333	0	n/a	45924	KeyDown	41324	4	Index	4
76.8933333333333	0	n/a	46137	KeyDown	41324	4	Index	4
77.1050000000000	0	n/a	46264	KeyDown	41324	1	Little	4
77.4566666666667	0	n/a	46475	KeyDown	41324	3	Middle	4
77.5916666666667	0	n/a	46556	KeyDown	41324	2	Ring	4
77.8266666666667	0	n/a	46697	KeyDown	41324	4	Index	4
77.9866666666667	0	n/a	46793	KeyDown	41324	4	Index	4
78.1683333333333	0	n/a	46902	KeyDown	41324	1	Little	4
78.7133333333333	0	n/a	47229	KeyDown	41324	3	Middle	4
78.7950000000000	0	n/a	47278	KeyDown	41324	2	Ring	4
79.0366666666667	0	n/a	47423	KeyDown	41324	4	Index	4
79.2250000000000	0	n/a	47536	KeyDown	41324	1	Little	4
79.4250000000000	0	n/a	47656	StopPractice	41324	n/a	n/a	4
79.4266666666667	0	n/a	47657	StartRest	XXXXX	n/a	n/a	4
89.4516666666667	0	n/a	53672	StopRest	XXXXX	n/a	n/a	4
89.4533333333333	0	UPPT001	53673	StartPractice	41324	n/a	n/a	5
89.8250000000000	0	n/a	53896	KeyDown	41324	4	Index	5
89.9700000000000	0	n/a	53983	KeyDown	41324	1	Little	5
90.2350000000000	0	n/a	54142	KeyDown	41324	3	Middle	5
90.3066666666667	0	n/a	54185	KeyDown	41324	2	Ring	5
90.5250000000000	0	n/a	54316	KeyDown	41324	4	Index	5
90.7450000000000	0	n/a	54448	KeyDown	41324	1	Little	5
91.5266666666667	0	n/a	54917	KeyDown	41324	3	Middle	5
91.6050000000000	0	n/a	54964	KeyDown	41324	2	Ring	5
91.8366666666667	0	n/a	55103	KeyDown	41324	4	Index	5
92.0066666666667	0	n/a	55205	KeyDown	41324	4	Index	5
92.1983333333333	0	n/a	55320	KeyDown	41324	1	Little	5
92.4416666666667	0	n/a	55466	KeyDown	41324	3	Middle	5
92.5300000000000	0	n/a	55519	KeyDown	41324	2	Ring	5
